Text,Result
시설 깨끗하고 치료받을 때 환복할 옷이 준비되어 있어서 좋았어요~ 의료진이 잘 들어주시고 세심히 설명해주셔서 좋았습니다. 체질약과 경옥고도 감사합니다🙏,"긍정 확률: 56.55%, 부정 확률: 43.45%"
"교통사고 후유증 치료차 방문하였어요 평소 불편한 중상도 얘기했는데, 친절히 답변해주시고 정성스럽게 치료 해주셨어요 남은 치료도 잘 부탁드려요 간호사님들도 친절하십니다","긍정 확률: 51.57%, 부정 확률: 48.43%"
직원분들 너무친절하고 시설도 좋네요 원장님이.추나치료와 침을 잘놔주셔서 한결나아졌어요 감사합니다 ,"긍정 확률: 54.92%, 부정 확률: 45.08%"
진료 잘봐주시고 모두가 친철합니다,"긍정 확률: 43.69%, 부정 확률: 56.31%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ᆢ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,"긍정 확률: 58.02%, 부정 확률: 41.98%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요. 👍 👍 👍 👍 👍 👍 👍 👍 👍 ,"긍정 확률: 60.65%, 부정 확률: 39.35%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,"긍정 확률: 58.02%, 부정 확률: 41.98%"
"20대라 한의원은 처음 가보는데 친절하게 잘 진료해주셔서 좋았어요,, 발목 아플때는 정형외과보다 한의원가서 침맞는게 더 좋다더니 정말 침맞고 많이 나아졌어요 :)","긍정 확률: 53.05%, 부정 확률: 46.95%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,"긍정 확률: 58.02%, 부정 확률: 41.98%"
진료 잘해요~~,"긍정 확률: 45.76%, 부정 확률: 54.24%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,"긍정 확률: 58.02%, 부정 확률: 41.98%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,"긍정 확률: 58.02%, 부정 확률: 41.98%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
너무 친절하고 아픈곳을 잘봐주세요. 효과도 너무 좋아요.,"긍정 확률: 58.02%, 부정 확률: 41.98%"
전문적임. 한의사 분 좋으심.,"긍정 확률: 54.63%, 부정 확률: 45.37%"
"침 치료에 대한 효과는 봤으나, 원장님이 환자에 대한 공감 능력이 부족함  ","긍정 확률: 54.25%, 부정 확률: 45.75%"
침치료 효과도 좋고 원장님도 간호사님들도 다들 너무 친절하시고 편하게 해주셔서 계속 찾게 돼요~,"긍정 확률: 49.93%, 부정 확률: 50.07%"
좋아요~,"긍정 확률: 39.47%, 부정 확률: 60.53%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요~,"긍정 확률: 39.47%, 부정 확률: 60.53%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
매번 친절하고 자세하게 잘 봐주십니다. 감사합니다 :),"긍정 확률: 53.48%, 부정 확률: 46.52%"
오른 쪽 어깨를 치료받고 있습니다. 3회 이후부터 팔도 올라가고 통증도 줄어들고 있어요~^^ 감사합니다!!!,"긍정 확률: 56.57%, 부정 확률: 43.43%"
출산하고 점점 아파진 허리통증에 목통증도 같이와서 치료받았는데 너무너무 친절하고 시원해요😄,"긍정 확률: 49.12%, 부정 확률: 50.88%"
원장선생님.간호사분들 모두 친절하셔서 항상 편한 마음으로 치료 받을수 있어 좋아요..,"긍정 확률: 54.66%, 부정 확률: 45.34%"
편안해서좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절행해요,"긍정 확률: 41.40%, 부정 확률: 58.60%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
ㅈ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
시원해요~ 치료 잘 받고 있어요~,"긍정 확률: 49.66%, 부정 확률: 50.34%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
한의사님이 친절하시고 꼼꼼하게 침잘놔주세요  몇년째 다니고 있어요 ㅎ,"긍정 확률: 49.43%, 부정 확률: 50.57%"
굿굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋은거 같아요 한의원도 한번씩 들립니다,"긍정 확률: 44.51%, 부정 확률: 55.49%"
굿굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
아픈데 많이 좋아짐,"긍정 확률: 46.41%, 부정 확률: 53.59%"
선생님과 직원들이 친절하세요.,"긍정 확률: 57.08%, 부정 확률: 42.92%"
침 처음 맞아보는데 시원함ㅋ ,"긍정 확률: 47.17%, 부정 확률: 52.83%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ~,"긍정 확률: 46.19%, 부정 확률: 53.81%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
저하고 여기가 맞는거 같아요 정말 편해요,"긍정 확률: 44.57%, 부정 확률: 55.43%"
치료도 꼼꼼히 잘 해주십니당~~~,"긍정 확률: 46.50%, 부정 확률: 53.50%"
"선생님 상담이 자세하고, 치료도 잘해주십니당~ ","긍정 확률: 52.61%, 부정 확률: 47.39%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
"선생님 상담이 자세하고, 참 친절하세요~","긍정 확률: 52.90%, 부정 확률: 47.10%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절이 치료 잘 받았어요,"긍정 확률: 44.14%, 부정 확률: 55.86%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
치료 잘하시는것 같아요. 한번만 맞고와도 효과가 있네요.,"긍정 확률: 55.84%, 부정 확률: 44.16%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
침을 잘 놔요,"긍정 확률: 43.14%, 부정 확률: 56.86%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하고 꼼꼼한진료 좋아요,"긍정 확률: 44.15%, 부정 확률: 55.85%"
ㆍ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하심다,"긍정 확률: 40.66%, 부정 확률: 59.34%"
친절하고 잘 치료되요,"긍정 확률: 43.64%, 부정 확률: 56.36%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
엄청 친절해요,"긍정 확률: 41.03%, 부정 확률: 58.97%"
친절하십니다 ,"긍정 확률: 40.73%, 부정 확률: 59.27%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
가끔 감,"긍정 확률: 44.11%, 부정 확률: 55.89%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
의사쌤이.너무 친전하시고 자세히 상담해주셨어요.이제 약 먹어보고 있는데 효과까지 좋았음 좋겠네요~,"긍정 확률: 56.12%, 부정 확률: 43.88%"
내원할때마다 너무 친절하시고 봉침맞은후 효과가 너무좋네요 감사합니다~^^,"긍정 확률: 46.23%, 부정 확률: 53.77%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
지난주에 허리를 삐끗해서 처음 진료받고 오늘 세번째 방문인데 원장님 진짜 열심히 치료해주시고 운동까지 알려주시고 너무 좋았어요,"긍정 확률: 51.63%, 부정 확률: 48.37%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
약재설명이 자세해요,"긍정 확률: 44.77%, 부정 확률: 55.23%"
허리가 너무 아파서 갖는데 원장님이 설명도 잘해주시고 추나랑 봉침맞고 나니까 정말 좋아 졌어요 면목역 근처에서는 제일 잘하시는듯...^^,"긍정 확률: 57.32%, 부정 확률: 42.68%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
단골입니다,"긍정 확률: 42.44%, 부정 확률: 57.56%"
1년만에 들렸어요 몸이 안좋아져 왔는데. 치료와 상담을 잘받았습니다. 아플때 자주가는 단골입니다. 😍내용 더보기,"긍정 확률: 57.04%, 부정 확률: 42.96%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
허리가 안좋아서 방문한 한의원ㅠㅠ 선생님은 친절하시구 상냥하시구..  침이 무서워서 긴장했는데.. 아프지않게 잘 놓아주셨다~~ 맞고나서 허리가 훨씬 부드러워 진게 살거같다ㅎ 담 에도 방문 저장!!  치료 잘 해주셔서 감사합니다^^내용 더보기,"긍정 확률: 56.90%, 부정 확률: 43.10%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
"친절하고, 진료도 잘해요","긍정 확률: 54.72%, 부정 확률: 45.28%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아용,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진단이 모호한 상태인데 의구심을 가지고 진단해주시려는 의사쌤에게 감사했습니다. ,"긍정 확률: 56.90%, 부정 확률: 43.10%"
원장님 너무 친절하세요! 그리고 간호사님들도 모두 친절하세요 병원 깔끔하고 조용하고 좋아요:)  원장님께서 침도 안아프게 잘 치료해주십니당!  집 주변에 한의원 찾다가 추천받고 갔 는데 만족해용!내용 더보기,"긍정 확률: 50.05%, 부정 확률: 49.95%"
완전 친철하시고 서비스도 좋아요. 자주 방문해요,"긍정 확률: 53.58%, 부정 확률: 46.42%"
선생님도  친절하시고 병원이 깨끗해서 좋아요 마지막에 한방 가습기 같은거 해주셨는데 비염있는 저에게 딱이라서 너무 좋았어요 근처 한의원을 찾고있었는데 여기로 정착하겠습니다내용 더보기,"긍정 확률: 50.12%, 부정 확률: 49.88%"
직원분들 다 너무 친절하시고 원장쌤 진료 잘 봐주세요~ 침 한번 맞고 확실히 좋아졌어요! 감사합니당,"긍정 확률: 48.48%, 부정 확률: 51.52%"
소화불량으로 힘들었었는데 진료 받고 많이 좋아졌어요! 감사합니당,"긍정 확률: 44.52%, 부정 확률: 55.48%"
의사쌤.간호사쌤 친절하시고 진료도 잘 봐주시고 시설도 깨끗하고 깔끔해요 또 방문해서 불편한 곳 진료 받아야겠어요^^ ,"긍정 확률: 55.32%, 부정 확률: 44.68%"
조용하고 쾌적한 분위기가 좋습니다. ,"긍정 확률: 54.70%, 부정 확률: 45.30%"
친절하시고 여유롭게 진료 가능합니다,"긍정 확률: 45.37%, 부정 확률: 54.63%"
시간 간당하게 갔는데 맞춰서 진료 잘해주셨어요.  목뼈 맞추고 나서는 뒷골당기는게 확실히 좋아졌어요. 허리 침맞고 뻐근한것도 좋아졌어요. ,"긍정 확률: 57.04%, 부정 확률: 42.96%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
"선생님,간호사 분들 모두 친절하셔서 좋아요!  ","긍정 확률: 50.64%, 부정 확률: 49.36%"
친절한 홍한의원 다녀 왔어요. 원장님과 직원분들 정말 친절 하십니다.. 야간 진료도 하고 있어서 좋아요.내용 더보기,"긍정 확률: 55.38%, 부정 확률: 44.62%"
원장님과 직원분들 넘 친절해요~,"긍정 확률: 47.52%, 부정 확률: 52.48%"
실력 굿~~,"긍정 확률: 44.68%, 부정 확률: 55.32%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절상담,"긍정 확률: 41.48%, 부정 확률: 58.52%"
"침술을 좋아해서 많은 한의원을 다녔는데, 그 중에서 수위를 다툴 정도로 침을 잘 놓으십니다. 특히 화침은 맞을 때 ""으어어어어어""하게 아픈데, 맞고 나면 ""우와아아아아""하게 효과가 좋 습니다. 강력 추천합니다.내용 더보기","긍정 확률: 59.00%, 부정 확률: 41.00%"
친절하세요.,"긍정 확률: 56.64%, 부정 확률: 43.36%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
리뷰가 별로없어서 반신반의하며갔는데 자세히 증상 설명해주시고 침효과도 좋습니다.  모든분들이 굉장히 친절하시구요. 오래전부터 있었던곳같은데 이유가 있었네요. ,"긍정 확률: 58.95%, 부정 확률: 41.05%"
자세히 상담해주십니다,"긍정 확률: 42.78%, 부정 확률: 57.22%"
"카드 결제내역까지 연결해 리뷰 남겨봅니다. 소개로 갔는데 이런 침 정말 처음 맞아봐요. 원장님의 정확한 진단과 설명, 확실한 효과는 당연하고요.  아는 사람은 다 아는 곳인가 봅니다.  침 잘놓는데 어디냐 하면 묵동 근방 한의원은 그냥 여기 가시라고 무조건 추천드리고 싶습니다. 6시 이후 야간진료 가능한 병원 찾다가 허튼데서 허접한 침이나 맞았는데 여긴 차원이  다르네요. 최신 물리치료 기계로 깔아놓고, 홍보성 블로그 리뷰로 리뷰수 왕창 올려놓은데는 피하시고 진정한 한방침 원하신다면 여기로 가세요.내용 더보기","긍정 확률: 56.16%, 부정 확률: 43.84%"
"원장님과 직원분들 모두 친절하시고, 침도 잘 놓으셔서 추천합니다!! 개인적으로 침을 세게 맞는 걸 좋아하는데, 제가 덩치가 있어서 그런지 알아서 세게 놔주시더라고요. 덕분에 빠르게  회복할 수 있을 거 같습니다.내용 더보기","긍정 확률: 55.70%, 부정 확률: 44.30%"
친절하고 좋아요.,"긍정 확률: 54.09%, 부정 확률: 45.91%"
진단 잘해주십니다,"긍정 확률: 41.92%, 부정 확률: 58.08%"
"여태까지 다닌 한의원 중 최강입니다. 웬만한 병원 가느니 이 곳에 한번 방문해보세요. 다양한 분야에 박학다식하시고,  과잉진료도 없이 필요한 부분을 잘 치료해주셔서 정말 감사합니 다. 강력추천드립니다.내용 더보기","긍정 확률: 58.03%, 부정 확률: 41.97%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
진료를 자세히 봐주세요,"긍정 확률: 43.18%, 부정 확률: 56.82%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
효과좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하고 있다 ,"긍정 확률: 43.25%, 부정 확률: 56.75%"
수어가능한 선생님이라 좋아요,"긍정 확률: 45.43%, 부정 확률: 54.57%"
진철하게 잘 진료해 주세요~  ,"긍정 확률: 44.87%, 부정 확률: 55.13%"
꼼꼼히 보시는 선생님 ,"긍정 확률: 41.01%, 부정 확률: 58.99%"
괜찮은 시설,"긍정 확률: 40.13%, 부정 확률: 59.87%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
선생님친절해요,"긍정 확률: 41.25%, 부정 확률: 58.75%"
아이가 다니는데 잘 맞아요 오늘은 원장님이 조금 늦게 출근하시네요,"긍정 확률: 49.80%, 부정 확률: 50.20%"
친절하시고 약 처방 잘 해주세요.,"긍정 확률: 55.93%, 부정 확률: 44.07%"
원장님 간호사분들께서 친절하시고 진료도 잘 봐 주십니다. 병원 내부도 청결하고 좋습니다.,"긍정 확률: 57.42%, 부정 확률: 42.58%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
의사 선생님 친절하시고 복용 잘 해 주세요. 믿고 다닙니다. ,"긍정 확률: 56.27%, 부정 확률: 43.73%"
 친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요~,"긍정 확률: 39.47%, 부정 확률: 60.53%"
